"s1","s2","c1","d1","d2","d5","e1","e4","g1","g2","g6_01","g6_02","k2","k1","comp_i","w2r_i","tr_inst_i","risk_i","col_i","reg_i","sci_i","med_i"
1,73,0,8,0,5,3,8,6,1,1,0,2,0,10,8.5,4,2.5,5,8,7,3.33333333333333
1,68,0,7,0,4,3,7,7,1,0,0,1,0,10,10,6.5,0,6,7.5,7,10
1,48,0,10,0,3,2,8,8,0,1,0,3,0,9,8,4.5,2,7.5,5.5,6.66666666666667,6.33333333333333
1,72,1,7,1,6,3,7,5,1,1,0,2,0,9.75,8,6.5,2.5,7,3.5,7.33333333333333,4.66666666666667
1,73,0,7,0,5,4,7,7,0,0,0,4,0,10,6,7,1,7,6.5,5.66666666666667,4.33333333333333
0,63,1,5,1,7,0,5,2,1,1,1,2,0,9,10,5,3,9,7.5,8,2
1,49,0,9,0,3,7,8,8,0,0,0,3,0,7.5,9,5,1,7,9,7.66666666666667,7
0,33,0,7,0,2,4,8,7,0,1,1,2,0,10,10,6,2.5,8.5,3.5,8,7.33333333333333
0,65,1,0,0,8,8,0,1,0,1,1,8,0,10,0.5,0,2,3.5,9,7.66666666666667,5.33333333333333
1,66,0,8,0,7,3,3,8,0,0,1,4,0,2.25,9.5,5,1.5,9,9,8.33333333333333,10
0,39,0,7,0,6,2,2,6,1,1,1,8,0,9.5,8,1,3.5,4.5,3.5,8.33333333333333,3
0,62,0,0,0,4,0,0,3,1,0,1,10,1,10,10,0,4,3,6.5,6.66666666666667,2
0,56,1,9,0,3,2,8,8,0,1,1,10,0,10,7,0,1,8.5,10,7.33333333333333,2.33333333333333
1,53,0,8,0,7,2,8,5,0,1,1,2,0,9.25,5,5.5,1,4.5,7.5,5,4
0,66,1,9,0,4,4,8,7,0,1,0,0,0,10,8,5.5,2,2,6,8.33333333333333,4
1,47,1,2,0,7,9,5,4,0,0,1,4,0,9,9,4,2,7,7.5,7,1.66666666666667
0,72,1,8,0,4,4,7,6,0,1,1,8,0,10,9,3,1,8,7,7.33333333333333,4.66666666666667
1,74,0,9,0,4,8,7,6,1,0,0,0,0,10,7.5,5,2,4,5.5,7.66666666666667,10
0,54,0,7,0,4,4,7,7,1,1,1,2,0,8,9.5,4.5,0.5,7.5,7,7.33333333333333,3
0,38,1,10,0,5,0,10,0,1,0,0,3,0,10,10,3,1,6,7.5,10,7.33333333333333
0,30,1,8,0,8,0,7,3,0,0,0,7,0,9.75,3,2.5,1.5,1,7.5,8.66666666666667,9.66666666666667
0,34,0,7,1,4,1,6,6,0,1,0,6,0,9.5,5.5,5.5,1.5,5.5,5.5,6,5.33333333333333
1,62,1,9,0,2,2,9,7,0,0,0,4,1,9.5,9.5,5.5,2.5,9.5,4.5,7.66666666666667,3.33333333333333
1,62,0,7,0,5,3,6,7,0,0,1,5,0,10,7,1,2,6,8.5,7,3
0,72,1,5,0,5,0,5,5,1,1,1,8,1,10,8,2.5,2,0,5.5,8.33333333333333,1.33333333333333
1,30,0,9,0,0,2,8,6,0,1,0,7,0,10,4,5.5,2,8,5.5,9,9.33333333333333
1,31,0,7,0,4,3,7,8,0,1,0,8,0,9.25,8.5,6.5,3,7,5.5,9,9
1,56,1,5,0,3,7,7,8,0,1,0,3,0,10,8,7,1,4,3,7.33333333333333,8
1,66,0,2,0,6,7,1,7,0,0,0,4,0,6.25,3,7,1,6,6.5,5,6.33333333333333
1,69,0,8,0,3,3,8,7,0,1,1,3,0,9,4,6.5,0,7,6.5,8,4.33333333333333
0,30,1,3,0,4,0,6,0,1,0,0,10,1,9.5,10,0,2,9.5,1.5,8.33333333333333,3
0,33,0,10,0,3,6,6,6,0,1,1,3,1,9.25,10,4.5,1.5,7.5,4,9.33333333333333,7.66666666666667
0,84,1,6,0,3,3,6,8,1,1,1,8,1,4,8,6,1,7,7,7,3.33333333333333
0,72,0,6,0,5,3,7,6,1,1,1,7,0,10,6,7,2.5,6,6.5,6,4
1,53,1,6,0,7,5,7,5,1,1,1,7,1,8.75,6.5,5,2.5,7,7,5.66666666666667,3.66666666666667
0,53,0,10,1,6,1,8,5,0,1,1,10,0,10,10,4,1,8,8.5,8.66666666666667,8
0,70,0,4,0,5,4,5,9,1,1,0,2,0,9.25,4,7,2.5,7,3,9.33333333333333,9.66666666666667
0,49,0,7,0,2,5,8,8,0,1,0,0,0,5.5,9,5.5,2.5,5.5,5.5,6.66666666666667,9
0,64,1,7,0,4,0,6,6,0,0,0,1,1,7.5,7,3.5,1,7.5,7,6,3.33333333333333
1,38,0,9,0,5,3,8,9,0,1,1,3,0,10,5,9,3,7,8.5,7.66666666666667,8.33333333333333
0,40,0,9,0,4,5,7,8,1,0,0,6,1,10,3.5,5,2,5.5,4.5,5.33333333333333,4.66666666666667
0,36,1,8,0,1,0,9,6,1,1,1,4,0,9.5,9,5.5,2,5,8,10,6
0,51,0,8,0,5,8,8,6,0,1,0,0,0,9.25,4,5,1,6,8,7.66666666666667,10
0,72,1,8,0,5,2,4,6,1,1,1,6,1,9,9,2,2.5,6,7.5,6.66666666666667,4
0,75,0,8,0,2,3,8,7,0,1,1,3,1,9.75,9,7,2.5,7,8.5,7.66666666666667,6.33333333333333
1,46,1,3,0,5,6,5,6,1,1,0,5,0,9,7.5,5.5,1,6,7,6.33333333333333,5
0,73,0,5,1,4,3,3,8,0,0,0,8,0,9.25,9,5,2,4.5,5.5,7.66666666666667,4.66666666666667
1,47,1,7,0,6,4,7,6,1,1,1,7,0,8.75,7,4.5,2,5,7,5,5.33333333333333
1,60,1,6,0,3,2,3,5,0,0,1,9,0,9.75,2.5,1.5,1.5,5,2,4.33333333333333,0
0,65,0,8,0,2,3,8,8,0,0,0,3,0,10,8,5.5,2,5.5,8.5,6.33333333333333,6
1,47,1,5,1,1,5,7,0,1,0,0,2,0,7.5,5.5,4,1,10,0,7,6
0,81,1,5,0,4,1,0,1,0,1,1,10,0,10,9,1.5,1.5,8.5,9.5,8.66666666666667,1.33333333333333
1,47,0,7,0,6,2,8,5,0,1,1,4,0,10,8,5,3,9.5,7,9.33333333333333,2
1,49,0,6,0,3,3,6,7,0,1,1,2,0,9.75,9,6.5,2,7.5,6,9.33333333333333,7.33333333333333
1,57,1,7,0,5,1,7,3,1,1,0,1,0,10,7.5,7.5,1,9,4,9.33333333333333,9.33333333333333
0,63,1,0,0,7,0,0,6,0,0,1,6,0,6.75,0,0,0,0,9.5,9,3.33333333333333
0,60,0,6,0,3,5,6,6,0,1,0,2,0,9.5,8,2,3.5,8.5,1.5,8,7.66666666666667
1,60,0,7,0,4,6,7,6,0,0,1,2,0,10,9,4.5,2.5,10,5.5,7,7
0,71,0,8,0,0,6,7,2,1,1,1,5,0,10,10,0,4,7,1,7.66666666666667,2.66666666666667
0,51,1,4,0,5,2,6,1,0,0,1,0,1,9,5.5,5,2,4.5,5.5,4.33333333333333,3
1,77,1,5,0,7,2,3,6,0,0,0,8,1,10,7.5,3.5,1.5,7,8,5.33333333333333,5
1,30,0,8,0,7,7,7,8,0,1,0,4,0,9,4,1,0.5,3.5,7,8.33333333333333,2.66666666666667
0,73,0,8,1,2,5,9,8,1,1,1,0,0,6.5,8.5,6,2,9,3,9.66666666666667,4.66666666666667
1,63,0,10,0,0,2,8,6,1,0,0,2,1,9.75,8,6,1.5,2.5,5.5,9.33333333333333,9
0,42,0,8,0,3,1,7,8,0,1,0,2,0,9.5,5,6,1,2.5,6.5,4.33333333333333,5.33333333333333
0,39,1,8,0,5,2,7,9,1,1,1,8,0,8.75,8,8,1.5,6,8,6.33333333333333,2.66666666666667
1,44,1,4,1,4,7,4,6,0,1,1,9,0,6,4,4,2,6,4,6,4.66666666666667
1,63,0,6,0,4,3,7,5,0,0,0,0,0,8.75,7,5,2,7,5,8.66666666666667,10
1,64,1,8,0,3,5,8,5,1,1,1,5,1,10,5.5,6,2,5,5.5,5,5
0,51,1,7,0,4,2,7,4,1,1,1,5,0,8.5,7.5,5.5,2,7.5,7.5,5.66666666666667,5.66666666666667
1,74,1,8,0,3,4,8,8,1,0,0,2,0,10,2,8,2,9,1.5,8.33333333333333,10
1,51,0,3,0,3,3,5,9,0,0,0,9,1,8.75,7,2.5,2.5,5,6,2,0
0,65,1,10,0,3,0,10,8,0,0,0,0,0,10,0,10,3,6,9,10,0
1,63,1,8,0,3,1,8,7,1,1,1,3,0,10,6,6,2.5,5,8,7,6
0,67,0,8,0,3,3,8,7,1,0,0,2,0,10,10,9,0.5,7,2,10,6.66666666666667
1,67,0,8,0,2,5,8,8,1,1,0,2,0,8.25,9,4,1.5,5.5,7,6.66666666666667,8.66666666666667
0,48,0,7,0,8,10,7,8,0,1,1,3,0,8.75,8,7.5,2.5,7.5,4.5,6.66666666666667,7.66666666666667
1,39,1,8,1,6,3,8,10,0,1,1,6,0,9,9.5,5,2,5.5,8.5,5.66666666666667,4
1,30,0,9,0,5,7,9,9,0,0,0,5,0,9.25,9,6,1,1.5,8.5,8,9
1,53,1,7,0,7,6,7,3,1,1,1,2,0,9.25,3,6.5,0.5,8,7.5,6.66666666666667,5.33333333333333
0,54,1,3,1,6,6,2,0,1,1,1,4,1,5,4,2,3,4,2,4,6.33333333333333
1,63,0,8,1,3,5,9,3,1,1,1,1,0,7,9,7.5,2.5,8.5,3,8,4.66666666666667
1,40,0,7,0,5,3,7,8,0,1,0,3,0,9.25,6,6,1,8.5,8,7,6.33333333333333
0,60,1,0,0,6,4,0,3,0,1,0,10,1,10,7,0.5,0,1,8.5,5.66666666666667,3.66666666666667
0,72,1,8,0,0,4,2,3,0,1,1,5,0,9.5,1.5,0.5,1,5.5,4,6.66666666666667,3.33333333333333
1,72,1,0,0,8,2,0,5,1,1,1,7,0,8.75,3,0,2,3.5,4,3.66666666666667,6
0,43,1,10,0,7,4,10,6,1,1,1,4,1,10,6.5,4.5,1,5,7.5,6.33333333333333,5
1,43,1,6,0,5,4,3,4,0,0,0,2,0,8,0,1,1,3,5.5,4.66666666666667,2.66666666666667
1,79,1,3,0,6,7,1,7,1,1,0,8,0,0,9,0.5,1,6.5,2,6,3.66666666666667
1,69,1,9,0,3,2,6,4,1,0,1,8,0,9.25,4,7.5,2,9,7.5,8,9.66666666666667
1,55,1,8,0,6,4,7,5,1,1,0,5,1,9.75,5,6,2,5,6,6,4.66666666666667
0,41,1,6,0,4,6,7,7,0,1,1,3,0,9,4,3.5,0.5,6.5,9,6.66666666666667,6
0,46,1,1,0,5,0,0,2,1,0,0,10,1,10,9,0,1.5,4,5,10,2
0,76,0,6,0,6,1,7,0,1,0,0,4,0,10,3.5,3.5,1,5,5,5.66666666666667,7.33333333333333
1,56,1,9,0,4,2,9,6,1,1,1,4,0,8.75,5,7.5,1,6,8.5,4.33333333333333,10
1,39,0,7,0,3,5,7,5,0,1,0,7,0,7.75,6,4.5,1,7,6.5,6.33333333333333,4.66666666666667
0,73,1,2,0,6,5,0,5,0,0,0,8,0,10,3,1,2.5,4,5,5,5
1,72,1,6,0,4,3,4,6,1,1,0,5,0,7.25,9,4.5,1,9,4,7.33333333333333,3
1,64,1,6,0,5,4,6,6,1,1,1,10,1,9,6,5,2,6,8.5,4,5.66666666666667
0,84,0,10,0,7,1,9,9,1,1,1,7,0,9.25,7,9.5,3,9.5,9.5,8,2.33333333333333
1,32,0,6,0,7,3,7,7,1,1,1,8,0,6.75,8.5,7.5,3,6.5,6.5,6.33333333333333,3.33333333333333
1,55,0,7,0,7,3,7,7,1,1,1,8,0,6.5,8,7,3,7.5,7,6.66666666666667,3.33333333333333
0,44,1,10,0,2,0,10,6,1,0,0,3,1,10,10,0,2,10,8.5,6.66666666666667,10
1,49,1,5,0,6,3,5,7,0,0,0,8,0,7.75,5.5,1.5,1.5,9,8,8.66666666666667,2.66666666666667
0,57,1,8,1,1,4,8,4,0,0,1,5,0,10,10,0,0,10,8,6.66666666666667,1.33333333333333
0,40,0,6,1,3,0,7,6,1,1,1,4,0,10,10,0,2,8.5,2,7,6.33333333333333
0,63,0,8,0,2,3,8,5,0,1,1,2,0,7.5,5.5,2.5,2.5,7,6,6.33333333333333,5
1,48,0,4,0,4,2,4,5,1,1,0,7,0,8.75,8,2.5,1,6.5,7,7.33333333333333,7
0,68,1,7,1,4,7,8,6,1,0,1,0,0,6.5,10,4,2,8.5,6.5,7,3.33333333333333
0,40,1,6,0,4,4,4,5,1,1,1,6,0,9,7,4,1.5,6.5,6,6.66666666666667,3
1,65,0,7,0,5,3,6,5,1,1,1,6,0,10,6.5,4.5,2.5,1.5,6.5,5.66666666666667,8.66666666666667
0,73,1,0,0,3,3,0,4,1,1,0,10,1,10,2.5,0,2,7.5,1.5,1.66666666666667,2.66666666666667
1,74,0,3,0,8,3,4,7,0,0,0,5,0,7.5,0,1.5,2.5,5,1,5,10
1,81,0,7,0,3,6,7,5,1,0,0,3,0,8.75,8.5,6.5,1.5,5.5,6.5,6.33333333333333,9.66666666666667
0,72,0,8,0,4,7,5,7,1,0,1,3,0,9.5,5.5,6,1.5,5,6.5,5.66666666666667,8
0,58,1,8,1,5,6,6,6,1,0,1,0,0,9,9,4,2.5,5.5,5.5,6,4.66666666666667
0,54,1,8,0,5,1,2,3,1,1,0,8,0,10,10,0,2,4.5,7.5,10,8.33333333333333
0,65,0,8,0,0,5,8,5,1,0,0,6,0,10,10,5.5,2,10,7,7.66666666666667,8.33333333333333
1,82,1,10,0,8,1,10,8,0,1,0,5,0,8.5,5,2.5,2.5,0,2,6.66666666666667,2.66666666666667
0,42,1,10,1,2,0,7,5,0,1,1,2,0,7.5,10,1,1.5,7,0.5,8.33333333333333,5
1,48,1,10,0,0,2,10,7,0,1,1,2,0,10,10,8.5,2,8.5,7,9.66666666666667,7.33333333333333
0,34,0,0,0,10,6,0,6,0,1,0,8,0,10,0,0,3.5,0,1,6.33333333333333,0.666666666666667
0,71,1,6,0,2,6,6,3,1,0,0,4,1,9,7.5,9.5,0,7.5,3,6.33333333333333,2.33333333333333
1,41,1,7,0,3,5,8,5,1,1,1,4,0,8.75,6,4,1.5,9.5,6.5,8.33333333333333,6.66666666666667
1,69,0,5,0,6,7,3,5,1,0,0,8,0,9.25,7,4.5,1,5.5,5,8.33333333333333,9.66666666666667
0,71,1,10,0,3,0,10,6,1,0,0,3,1,10,10,0,2,6.5,8,7.33333333333333,10
1,69,0,6,0,3,10,7,8,0,1,0,2,1,10,9,4.5,2,7,8,9.66666666666667,4.66666666666667
1,77,1,0,0,4,2,0,5,1,1,1,8,0,10,7,2.5,2,4,7,5.66666666666667,4
1,79,0,8,0,4,3,8,7,0,1,0,4,0,10,4.5,4,1.5,6.5,4.5,8,6.66666666666667
1,83,1,5,0,4,2,6,4,0,1,0,7,0,9.5,2.5,6.5,0.5,5,7.5,7.33333333333333,6.33333333333333
1,62,1,8,0,6,0,7,5,0,1,0,6,0,10,5.5,2.5,1,7,1,5.33333333333333,8.66666666666667
1,76,0,8,0,3,6,7,8,0,1,0,3,1,9.5,8,6.5,2,10,4.5,8,5.66666666666667
1,68,0,8,0,4,4,9,7,0,1,1,0,0,9.25,3,4.5,0,10,7,8.66666666666667,5.33333333333333
1,76,1,7,0,4,5,5,6,0,0,0,7,0,10,5,3,1.5,6,6,7.66666666666667,1.66666666666667
0,80,1,2,1,2,0,2,0,1,0,0,8,0,10,10,0,2,2,0,7,1.66666666666667
1,74,0,4,1,8,0,3,8,1,0,0,6,0,10,10,0.5,2,0,8.5,9.66666666666667,0
1,43,1,7,0,3,2,8,8,0,0,0,3,0,7.5,6.5,6.5,1,5.5,9,7,9
1,63,1,10,0,4,1,10,7,1,1,0,3,0,10,6.5,1,0.5,7,8,9.33333333333333,6.66666666666667
0,61,0,7,0,7,9,7,0,0,0,1,6,0,10,10,1.5,3,10,7.5,9.66666666666667,9.66666666666667
1,73,0,9,1,8,1,9,7,0,0,1,5,0,9.25,9,9,2.5,8.5,8.5,7.66666666666667,2
0,60,1,7,0,3,5,1,5,0,0,0,7,0,10,9,5,1.5,4.5,10,6.66666666666667,6.33333333333333
1,31,0,0,0,10,10,0,0,0,0,0,2,0,10,0,5,1,8,3,7.66666666666667,10
1,27,0,9,0,9,3,9,9,1,1,0,10,0,9.5,8.5,9,1.5,5.5,9.5,9.66666666666667,2
0,59,0,3,0,7,5,3,3,1,0,1,3,0,9.25,0,3,2,0,3,6.66666666666667,9.33333333333333
1,39,0,7,0,6,3,7,7,1,1,1,7,0,7,7,7,2.5,7,6.5,7,3
0,38,0,9,0,7,8,1,7,0,0,1,4,0,8,0,2.5,1,8.5,8,8.33333333333333,1
0,30,1,5,0,6,3,2,3,1,1,1,2,0,9.25,2,6.5,1,5,6,4.33333333333333,3.33333333333333
1,45,0,8,0,3,7,7,9,0,0,0,7,1,10,10,5.5,0,6,9.5,7.66666666666667,2.66666666666667
0,70,1,10,0,4,0,6,5,1,0,0,0,1,7.25,6.5,8,2,6,7,7.33333333333333,3
0,29,1,10,0,6,0,10,0,0,0,0,9,0,0,8,6,1,9,9.5,10,0
1,81,0,6,0,7,3,8,7,1,1,1,8,0,7.25,7.5,6.5,3,6.5,7,6.33333333333333,2.66666666666667
0,76,0,6,0,7,3,7,7,0,1,1,9,0,6.5,7.5,8,2.5,7.5,7,6.66666666666667,2.66666666666667
1,67,1,10,0,0,0,10,10,0,0,0,1,0,10,10,5,2,10,8.5,10,10
1,58,0,3,0,6,6,1,6,1,1,1,6,1,7.25,4.5,4,2.5,3.5,2.5,5.66666666666667,4
1,30,0,7,0,3,3,7,6,0,1,0,2,0,8.5,5,6.5,1,5.5,7.5,5.66666666666667,7.33333333333333
0,68,1,7,0,3,3,7,5,1,1,1,4,1,10,10,5.5,1,2.5,7,7.66666666666667,4.33333333333333
0,78,1,0,0,8,9,0,3,1,1,1,9,0,10,6,0,3,10,0,10,0
1,73,0,8,0,4,7,7,6,0,0,0,1,0,10,6.5,6,1,8.5,5.5,5.66666666666667,3.66666666666667
0,65,0,5,0,6,0,0,4,0,1,1,8,0,10,0,0,2,2,0,5.33333333333333,1.66666666666667
0,58,0,7,0,4,7,8,8,0,0,0,3,1,10,8,6.5,2.5,6,7.5,8,5.66666666666667
1,70,0,6,0,5,5,5,5,0,1,0,5,0,10,8,2,1,7.5,5.5,3.66666666666667,6.66666666666667
0,58,0,8,0,6,4,8,7,0,1,0,6,1,9.25,6,5.5,2,5.5,8,6,3.33333333333333
1,43,0,8,0,8,0,8,8,0,1,1,7,0,8.5,8.5,9.5,3,7.5,9,7.33333333333333,2
1,65,1,7,0,5,2,8,7,1,0,0,4,0,10,10,7.5,1,10,6.5,7.66666666666667,8
0,76,0,2,0,5,8,0,8,0,0,0,8,0,10,8,2.5,1.5,7,6,7.33333333333333,3
0,27,0,8,1,3,2,8,6,0,1,1,3,0,9.75,10,5.5,1,9,7,8,7
1,32,1,10,0,0,4,10,6,0,1,0,0,0,10,9,6.5,4,10,2.5,6.33333333333333,9.66666666666667
1,33,1,5,0,7,5,7,6,1,1,0,5,1,5.5,4.5,2,1,7,7,5.33333333333333,5.66666666666667
1,64,0,8,0,2,7,8,8,1,0,0,0,0,9.25,7.5,6.5,2,7,1,10,10
0,31,0,9,0,3,3,9,8,1,1,1,0,0,8.5,8,8.5,2,7.5,6,9.66666666666667,9.33333333333333
1,35,0,2,0,8,7,1,7,0,0,0,6,1,7,0,1,0,1,5.5,0.333333333333333,2.66666666666667
1,41,0,6,0,4,2,3,7,0,1,1,10,0,9.25,10,2,1.5,8,4.5,7.33333333333333,4.33333333333333
1,64,1,8,0,4,3,9,7,1,1,1,4,0,9.5,2.5,7.5,0,0.5,7.5,10,1.66666666666667
1,70,0,5,0,5,3,4,6,0,0,1,5,0,10,9,2,2.5,8.5,8.5,5.66666666666667,5.33333333333333
0,72,1,10,0,7,0,9,3,0,1,1,2,0,10,1.5,3.5,1,2,7,7,6
1,62,0,7,0,6,7,7,8,0,0,0,4,0,10,2.5,7,1,7,8,6.66666666666667,10
1,55,1,8,0,3,8,7,5,0,1,1,2,0,9,5,5,0.5,6.5,4,6.33333333333333,7
1,67,0,6,0,8,7,5,6,1,1,1,8,0,7.5,7,5,1.5,6,8,7.33333333333333,8.33333333333333
1,67,0,9,0,2,9,9,8,0,1,0,0,0,10,3.5,9,2,0,0.5,9.66666666666667,5
0,63,0,7,0,4,5,7,8,1,1,0,3,0,9.75,7,6.5,2.5,7,6,6,8.66666666666667
1,82,0,5,0,7,1,5,8,0,0,0,8,0,10,2,0,1,7.5,7.5,9,3.33333333333333
0,82,0,9,0,6,5,8,6,1,1,1,1,0,10,9,6.5,1,7,6.5,7,3.33333333333333
1,52,1,9,0,2,6,8,6,0,1,1,5,1,10,8.5,6,2,8.5,6,8,2
1,60,0,9,0,3,1,9,7,0,1,1,4,0,10,7.5,5.5,1.5,8,6,9.33333333333333,4
0,64,0,7,0,7,4,7,6,1,0,0,3,1,10,4.5,6,1.5,2,6.5,5.66666666666667,6.66666666666667
0,63,1,7,0,3,4,6,6,0,1,1,2,0,10,7,4.5,1,7.5,7.5,6.66666666666667,7.66666666666667
1,53,1,7,0,4,4,7,5,1,1,1,2,0,9.5,9,0.5,3,7.5,2,7.66666666666667,8
1,69,1,0,1,4,0,0,8,1,0,0,10,0,10,4,0,0,10,5,10,0
0,77,0,6,0,3,6,6,6,1,1,1,5,0,10,8,2,1,5,6.5,7,3
0,65,1,6,0,7,3,5,5,1,1,1,5,0,9.25,8,3,2.5,5,6,6,5.66666666666667
0,75,0,3,1,4,4,4,2,1,0,1,6,1,3.25,7,6.5,1.5,5.5,5.5,6,4.33333333333333
0,66,1,3,1,6,3,5,5,1,1,0,6,1,6.75,6,7,1.5,7,6.5,6,5
0,59,1,7,0,3,2,8,8,0,1,1,4,0,9.75,8.5,5.5,1.5,8,5.5,6.66666666666667,6.33333333333333
0,45,1,9,1,2,5,10,5,1,1,1,5,0,10,10,8.5,0,9,10,7.66666666666667,10
0,34,1,10,0,5,0,10,10,1,0,0,6,0,10,10,10,2,10,10,10,0
1,69,0,3,0,7,2,2,7,1,0,0,10,0,10,5.5,0,0.5,4,4.5,4.33333333333333,3
0,68,1,7,1,10,0,1,7,0,1,0,10,0,10,6,0,1,0,8.5,10,2.66666666666667
0,70,1,9,0,6,0,8,9,0,1,0,1,0,5.75,8.5,7.5,1.5,6,8.5,7,2.66666666666667
1,65,1,10,0,1,0,10,5,1,1,0,3,1,10,2.5,2.5,2,10,0.5,8,1
0,70,1,0,0,7,5,0,9,0,0,0,10,0,8.5,4,2,2.5,3.5,10,5.66666666666667,5.33333333333333
1,69,1,10,0,6,8,9,6,0,0,1,3,0,10,4,5.5,2,6,6,7,4.66666666666667
1,39,0,8,0,5,3,8,8,0,0,0,6,0,7.75,3,4.5,2,6,10,9.33333333333333,10
1,69,0,8,0,5,3,8,5,1,1,0,1,0,10,10,5,2,7,3,10,6
1,61,1,5,1,5,1,5,7,1,0,0,0,0,10,8.5,6,2,4.5,0,9,4.33333333333333
1,50,0,5,0,6,8,5,6,0,1,1,5,0,9.5,5,4,2,7.5,7,7.33333333333333,7.66666666666667
0,70,0,8,0,5,3,7,8,0,1,1,2,0,10,6,2.5,2,9,10,5.66666666666667,3
1,29,1,7,0,4,2,2,7,0,1,0,7,1,8.5,6.5,2.5,1,3.5,2.5,8,8.33333333333333
0,42,0,7,0,6,4,7,8,0,0,0,5,1,8.75,4,7,0,7,6.5,6,4.33333333333333
0,62,1,10,1,4,0,10,10,0,0,0,5,0,10,10,5,2,10,7,10,0
1,71,0,8,0,0,0,9,8,1,0,0,0,1,10,10,7,1.5,9,10,9.66666666666667,7.66666666666667
1,53,1,8,0,7,6,8,8,0,1,0,3,0,10,0,5,0,4.5,8.5,6.66666666666667,0.666666666666667
0,24,0,6,0,7,5,4,7,0,1,1,4,0,6.25,5.5,6.5,1,4.5,5,8.66666666666667,8.66666666666667
1,73,1,8,0,0,5,8,5,1,1,0,0,0,10,9.5,3,3,8,8,9,7.66666666666667
0,38,1,6,0,3,3,6,6,0,0,1,4,0,10,7.5,5.5,1,7,2,5.33333333333333,9.66666666666667
1,56,0,8,0,2,3,7,6,0,0,0,2,0,9.25,7,6,2,7.5,6,7.66666666666667,10
1,64,0,8,0,5,3,7,6,0,0,0,1,0,9.5,7.5,7,1,5.5,6.5,6.33333333333333,2.33333333333333
0,57,0,7,1,4,4,6,6,1,1,1,3,1,10,0,5,1.5,5,6,10,0
0,70,1,5,0,6,2,4,6,1,1,0,7,0,8.75,10,1,1,8,8.5,7.66666666666667,3.66666666666667
0,39,1,6,0,0,2,0,4,1,1,1,10,1,10,9,0,3,9.5,5,5.33333333333333,3.33333333333333
1,60,1,9,0,4,2,9,8,0,1,1,3,0,9.75,9.5,8.5,1,4,9,8.66666666666667,4.33333333333333
0,59,0,10,0,3,2,9,5,1,0,1,1,1,10,5,3.5,2,5,2,5.33333333333333,6
1,29,0,4,0,7,5,4,7,0,1,0,3,1,5.75,2.5,5,1,2.5,1.5,8.66666666666667,6.66666666666667
0,57,1,0,0,6,3,0,5,1,1,1,0,0,10,10,0,2,4,0.5,6,4
1,64,0,7,0,5,0,7,7,1,1,1,3,0,10,7.5,2.5,2,7,1,8.33333333333333,9
0,54,1,10,0,5,2,8,4,1,1,1,5,1,10,10,8.5,3,7,10,10,4
0,38,1,3,1,4,0,1,4,0,0,0,10,0,10,8.5,1.5,2,3,7,5,4
0,72,1,6,0,8,5,8,7,0,1,1,4,0,10,9,6.5,0.5,8,5.5,9,1.66666666666667
1,54,1,8,0,4,7,7,5,0,1,1,2,0,8.25,6.5,4.5,1.5,5,4,7,8
1,39,1,8,0,3,2,8,7,0,1,0,3,0,10,8.5,7,1,4.5,6.5,6.66666666666667,5
1,77,1,5,1,7,2,5,6,1,0,0,8,1,8.5,8.5,6.5,2,7,6.5,6.66666666666667,3
0,53,1,10,0,1,5,8,7,0,1,0,10,0,10,10,4.5,1.5,0,9.5,6.66666666666667,6.66666666666667
1,31,1,7,0,7,3,7,7,0,1,1,2,1,7.75,7.5,3,2,7,6,7.66666666666667,3.66666666666667
0,28,0,9,0,7,5,9,8,0,1,1,10,0,5.5,4,2,2,6,5,7,9
0,32,0,10,0,3,4,10,9,0,1,0,2,0,9.25,7.5,8,2,5,8,10,8.33333333333333
1,70,1,7,0,6,2,2,3,1,0,0,8,0,9.75,7.5,2.5,2,7.5,4,7,3
1,54,1,6,0,5,3,5,4,0,1,1,7,1,4.25,4.5,5.5,2,3.5,5.5,5.66666666666667,3.66666666666667
0,67,0,8,0,7,8,9,6,0,1,0,5,1,10,6,8,0.5,3,9,9,2.33333333333333
1,40,0,10,0,2,0,8,8,0,0,0,4,0,9.5,8,8,0,7,6,9.66666666666667,10
0,40,0,5,0,6,4,5,5,1,0,1,3,0,10,10,1.5,3.5,6,0,9.66666666666667,8
1,60,1,7,0,7,3,8,8,0,1,0,3,0,8.5,5,7.5,2,7,6.5,8.33333333333333,3
0,37,1,4,1,5,6,3,3,1,1,0,9,0,5,5,0,2,0,2.5,4,5
1,35,0,8,0,6,2,6,6,0,1,1,7,0,9.5,7,4,2,7.5,6.5,8.66666666666667,1
1,49,1,2,0,5,6,2,7,0,0,0,10,0,9.5,6,2,3,8,8,4,7.33333333333333
0,48,1,10,0,8,10,10,4,1,1,1,0,0,10,10,10,2,10,5.5,6.66666666666667,8.33333333333333
1,74,0,7,0,2,4,7,6,1,1,0,6,0,9.5,7,3,1.5,4,8,5.66666666666667,9
0,56,1,8,0,8,0,8,7,1,1,1,7,1,10,10,10,0,8.5,9,8.33333333333333,1.66666666666667
0,89,1,8,0,2,2,7,6,1,1,1,10,1,6,6.5,6.5,2,4.5,7,5.66666666666667,4
0,48,1,0,0,8,3,0,0,1,0,0,10,1,8.25,0,0,1,0,0,0.333333333333333,9.66666666666667
