"s1","s2","c1","d1","d2","d5","e1","e4","g1","g2","g6_01","g6_02","k2","k1","comp_i","w2r_i","tr_inst_i","risk_i","col_i","reg_i","sci_i","med_i"
0,47,1,5,0,5,7,5,9,0,0,0,5,1,8.75,0,4,3,10,4,5.33333333333333,2
0,31,0,4,0,5,5,5,7,1,1,1,5,0,7,4.5,7,1,4.5,8,6,5.33333333333333
1,25,0,6,0,6,1,7,4,1,1,1,3,0,5.75,6,7.5,1.5,4,6.5,7,5
0,55,0,8,0,3,7,8,6,1,1,0,2,0,9,5,5,2,6,8,6.66666666666667,4
1,55,1,0,1,0,0,0,2,0,0,0,10,0,10,10,0,1,10,2.5,8,2
0,21,0,5,1,3,3,6,5,0,1,1,5,0,9.5,5.5,5,2,2.5,4.5,7,8.33333333333333
1,21,1,7,1,6,4,6,6,1,0,1,7,1,7,5.5,6,1.5,4.5,7,5.33333333333333,4.33333333333333
1,36,1,5,0,5,3,6,6,1,1,0,6,1,9.75,8.5,6,2,7.5,6,8,9.66666666666667
0,18,0,7,0,3,2,7,6,0,0,0,3,0,9.5,8,5.5,3,4.5,5,9.33333333333333,8.66666666666667
0,46,1,4,1,2,5,6,8,1,1,1,0,0,10,8.5,1.5,2,10,7,7.33333333333333,3.66666666666667
0,42,1,6,0,6,4,6,5,1,1,1,5,1,10,5,5,2,5,5.5,5,5
1,36,0,10,0,0,7,8,5,0,0,0,0,0,10,10,7,0.5,8.5,7.5,10,10
1,43,1,3,1,3,6,7,5,1,1,1,9,0,9,6,3,3,7,5.5,5.66666666666667,6
1,40,0,6,0,4,1,7,5,1,0,1,0,0,8.5,9,5.5,3,9.5,9,9.66666666666667,7.33333333333333
1,34,0,7,0,5,2,7,7,0,0,0,6,0,9.5,5.5,4.5,1.5,4.5,5.5,6.66666666666667,7.66666666666667
1,43,1,5,0,6,0,4,4,1,1,1,10,0,10,6.5,0,2.5,4.5,4,6.33333333333333,7.33333333333333
0,29,1,9,0,2,2,9,4,1,0,1,1,0,8.75,10,6,2,8,7.5,8.66666666666667,9.66666666666667
1,26,0,7,1,3,3,8,4,0,1,0,3,0,9.75,7.5,6,2,6,5.5,7.33333333333333,5.66666666666667
0,49,1,8,0,4,2,9,4,1,1,1,5,0,8.5,7,6,1.5,3.5,7,7.66666666666667,5
1,23,1,9,0,5,0,10,10,0,1,1,2,0,10,10,8.5,1,7,9.5,9.33333333333333,0.666666666666667
0,64,0,4,0,7,1,0,5,0,0,0,8,0,10,9,2.5,2,10,4,4.66666666666667,2.66666666666667
0,71,1,0,1,4,0,0,0,1,1,1,10,0,10,10,0,4,6.5,6.5,8.33333333333333,5.33333333333333
1,44,0,7,1,3,0,8,5,0,1,1,6,0,10,5.5,5.5,2,6,6.5,6,4
1,46,0,0,0,5,2,0,6,1,1,1,0,0,9,0,0,2,1.5,1,9.66666666666667,0.666666666666667
1,46,1,0,0,6,2,0,6,1,1,1,0,0,9,0,0,2,1.5,0,8.33333333333333,5.33333333333333
0,53,0,9,0,4,5,9,8,1,1,1,3,0,9,9,8.5,2,6,9,10,7.33333333333333
1,70,0,3,0,9,2,0,3,1,1,1,10,1,10,3,0,3,4.5,8.5,1.33333333333333,1
0,45,1,10,0,6,4,8,7,0,1,0,8,0,9.5,9,3,1,7,6,5,7.66666666666667
0,50,1,4,0,5,0,5,8,1,1,1,5,1,7.5,3,2.5,1,1,5.5,9.66666666666667,0.333333333333333
1,44,1,7,1,10,0,0,6,1,0,0,4,0,9.25,8,0,4,5.5,7.5,7.33333333333333,2.66666666666667
1,28,0,0,0,6,3,0,0,0,1,1,9,0,10,7,4,3,8,2,6.66666666666667,3
0,67,1,10,0,3,4,10,6,1,0,1,2,0,10,4,6,2,3.5,2.5,7,8.33333333333333
0,29,1,3,0,4,0,0,3,0,0,0,8,1,8,5,1,1,7.5,9,10,2.33333333333333
0,36,1,8,1,4,5,8,6,1,0,1,3,0,9.25,8.5,7,2.5,6,7,7.66666666666667,7.66666666666667
1,42,0,10,0,5,3,10,10,0,1,1,9,0,7,6.5,7,3,6.5,9.5,6.66666666666667,3.33333333333333
0,25,1,6,0,4,1,7,7,0,1,1,0,1,8.25,7.5,7,1.5,7.5,7,8.33333333333333,7
1,35,0,6,0,4,7,3,8,0,0,0,7,0,10,10,6,1.5,5.5,6.5,7.66666666666667,7.66666666666667
1,26,0,8,0,2,3,8,6,0,1,1,3,0,10,7,6,1,5.5,7.5,8.33333333333333,4
1,28,1,7,0,7,3,8,7,0,1,0,1,0,7.5,6,3.5,1,6,6,9,9
1,35,1,6,0,6,1,3,1,0,0,0,9,1,10,8,2,2,4,6.5,5.33333333333333,4.66666666666667
1,42,1,5,0,5,3,5,4,1,1,0,7,1,5.75,4.5,5.5,1.5,6,5,6.33333333333333,3.33333333333333
1,28,0,7,0,4,4,7,9,0,0,0,3,0,9.25,6,7,2,4,8,7.33333333333333,10
1,61,1,8,0,3,1,10,6,1,1,1,4,0,7,7.5,1,3,6.5,6,4,8
0,46,1,8,0,6,2,7,6,1,0,0,0,0,10,6,4.5,2,6,7.5,10,1
1,19,1,7,0,3,0,8,7,0,0,0,2,0,9.75,7.5,5.5,1.5,2.5,7.5,9,6
0,23,0,8,0,5,5,8,7,0,1,1,3,0,10,8,7.5,2,6.5,8.5,6,9
0,22,1,6,1,0,0,9,3,0,0,1,6,1,9.5,10,4,0.5,5,5.5,8.33333333333333,9.33333333333333
1,37,1,8,1,6,1,7,8,1,1,1,8,0,6.25,7.5,8,2.5,7,7.5,5,4
0,46,0,8,0,10,4,7,7,0,1,0,6,1,10,3.5,5.5,1.5,7.5,6.5,7,2
1,37,1,8,0,6,6,7,2,0,1,1,1,0,10,3.5,5,0,4,5,6.33333333333333,2.33333333333333
1,41,0,7,0,5,2,7,4,0,0,0,7,0,9.5,7,6,2.5,9,6,7,5.66666666666667
1,30,0,7,0,3,4,7,7,0,0,0,5,0,10,9.5,3.5,3,9,2,9.66666666666667,8.66666666666667
0,45,1,5,0,5,0,7,7,0,1,1,5,1,7.5,8,5,2,5,6,5.66666666666667,3.66666666666667
0,31,1,3,1,0,0,3,3,0,1,1,0,0,10,10,3,3,10,2.5,8.33333333333333,7
0,22,0,5,0,6,6,7,4,0,1,1,3,0,6.75,8,8,2,5.5,5.5,6.66666666666667,4
0,52,1,10,0,3,2,8,7,0,0,0,6,1,10,10,6,2,5.5,8,6,7
1,49,0,7,0,4,3,10,8,0,0,0,2,0,9,3,7.5,2,6,1,7,5.33333333333333
0,21,0,7,1,2,3,8,7,0,1,0,1,0,7.25,6.5,8.5,1,9,8.5,6,6.33333333333333
1,34,1,0,0,6,7,2,2,1,0,0,5,1,10,5,0,0,3,0,0,0
0,48,0,8,0,3,2,5,7,0,0,0,5,1,9,8.5,3.5,1.5,7,8.5,6.33333333333333,5.66666666666667
0,32,0,8,0,4,3,8,8,0,1,0,2,0,7,5.5,7,1.5,5,7.5,7.66666666666667,9.33333333333333
0,22,1,7,0,2,4,8,6,0,1,0,4,1,8.5,10,5,0,7,4.5,5,6.33333333333333
1,49,1,1,0,7,8,2,3,0,0,1,5,0,8,0,1,0.5,3.5,3,0.666666666666667,0
0,22,0,9,0,2,0,8,3,1,1,1,2,0,10,8,6,1,7,1,8,10
1,56,1,10,0,0,10,10,10,1,0,0,0,0,10,10,9.5,1,10,7.5,10,6.66666666666667
0,64,1,2,0,6,0,1,3,0,1,1,7,0,10,10,0.5,1,2.5,9.5,9.66666666666667,6.33333333333333
0,29,0,8,0,4,3,8,7,0,1,1,3,1,10,7.5,4.5,1,6.5,6,6.33333333333333,7
0,56,0,6,0,5,4,7,6,1,1,1,3,1,8.75,5,5.5,2,5.5,8.5,7,7.33333333333333
0,28,0,8,0,3,4,9,9,0,1,1,1,1,10,7,6,2,6.5,7,7,5
1,57,1,2,0,6,8,2,4,1,0,1,7,1,7.75,7.5,1,3,4,3.5,7.33333333333333,3
1,37,1,7,0,4,2,7,6,0,1,0,7,0,8.75,6.5,6,3,9,6,7.33333333333333,4.66666666666667
0,36,0,7,0,5,5,7,5,0,1,1,0,0,10,3,5,2,6.5,8,6.66666666666667,2.66666666666667
1,21,1,8,0,7,2,8,2,1,0,1,4,0,6.25,5,7,0,4.5,8,6.66666666666667,9.33333333333333
0,35,0,3,0,4,2,0,6,0,1,1,10,1,10,9.5,0,2,10,2.5,9,1.66666666666667
0,47,0,2,0,5,5,2,8,0,0,0,5,1,10,10,0,2,5,6.5,9.33333333333333,2.66666666666667
1,26,0,6,1,3,1,10,7,0,0,0,3,1,8.25,9,3,1.5,6,6.5,10,9
1,39,1,7,0,6,3,8,9,0,0,0,7,0,6.5,8,7,3.5,6,8,7,3
0,23,1,9,0,5,4,10,5,0,0,0,1,1,10,10,7.5,0,10,9.5,10,10
1,21,0,6,1,3,0,8,8,0,1,0,1,0,8.75,8.5,7,0.5,7,8.5,8.66666666666667,9
0,37,0,4,0,6,3,6,6,1,1,0,5,1,4.75,3,4,1,6,5.5,5.33333333333333,3
1,36,1,5,0,0,0,10,8,0,1,0,2,0,8.25,4,3,3,4.5,0,7.33333333333333,6
1,37,1,8,0,7,2,8,7,0,1,1,8,0,6.25,6.5,7,1.5,7,7.5,6.33333333333333,3
1,23,0,8,0,3,4,8,6,0,0,1,5,1,9.25,4.5,5,0,9,6,10,7
1,24,0,5,0,3,6,5,7,0,1,1,2,0,8.25,5.5,7,0,6,6.5,7,7.33333333333333
1,38,0,8,0,2,3,9,8,0,1,0,0,0,9.5,9,8,2,10,4,7.33333333333333,5.33333333333333
1,76,0,8,0,7,3,7,4,1,0,0,3,0,10,7,3,1,8,5.5,8.66666666666667,6
1,23,1,7,0,4,4,8,6,0,0,0,2,0,9,5,5,2,2.5,7.5,5.33333333333333,8.66666666666667
1,23,1,8,0,4,3,8,7,0,0,0,0,0,8.75,7.5,6,2,6,3.5,6.66666666666667,8
1,24,0,8,0,5,5,7,4,1,1,1,0,0,10,6,5,1.5,1,7.5,7,5.66666666666667
1,25,0,5,0,5,7,1,4,0,0,0,1,0,9,2.5,3,2,5,2,6.66666666666667,1.33333333333333
1,37,1,9,0,6,3,8,8,1,0,0,8,0,5.5,7,7,3,6.5,8,6.66666666666667,3
0,49,1,5,0,4,3,3,6,0,1,1,7,0,9.75,5.5,1.5,2,5.5,5.5,4,7.33333333333333
1,37,1,7,0,7,2,8,9,0,1,1,8,0,7,6.5,6.5,2.5,7,8.5,7.33333333333333,3.33333333333333
1,24,1,4,1,3,2,4,3,0,0,0,0,1,8.75,3.5,2,3,3.5,4.5,8.33333333333333,8.66666666666667
0,36,1,6,0,4,3,7,5,0,1,0,0,0,10,5.5,2.5,2,4.5,6,6,5.33333333333333
0,47,1,7,1,4,2,5,5,1,0,0,8,1,9.5,10,4,2,6.5,6.5,7.66666666666667,2
1,36,0,6,0,6,3,6,8,0,1,0,8,1,9.75,6.5,4.5,0,6.5,6.5,8,5.66666666666667
0,71,1,6,0,6,4,6,7,1,1,0,10,1,10,7.5,5,2,7,7,6.66666666666667,3
0,19,1,5,1,3,5,4,2,0,1,1,3,1,8,3,3.5,3,5,7,6,5.33333333333333
0,64,1,2,0,0,5,2,5,0,1,1,2,0,10,10,5,2,9,8.5,4,6
0,42,1,7,0,5,4,7,8,0,1,0,2,1,9.5,8.5,6.5,0,5.5,7,6.33333333333333,4.66666666666667
1,30,1,6,0,6,5,4,5,0,1,1,8,0,8.75,7.5,5,2,6.5,5,6.66666666666667,6
0,39,1,8,0,7,4,8,8,0,1,1,8,0,7.5,9,7,4,6.5,7,5.66666666666667,3.66666666666667
0,22,1,7,0,3,1,6,5,0,0,0,2,0,8.75,9,7.5,1.5,7.5,7,7.66666666666667,7.66666666666667
0,35,0,5,0,3,4,5,6,1,1,1,4,1,3.5,5,5.5,1.5,5,7,7.33333333333333,2.66666666666667
0,36,1,6,0,5,7,3,7,0,1,0,10,0,8.75,10,2,1.5,10,6.5,8,3.33333333333333
1,47,0,8,1,3,7,8,8,0,0,0,4,0,9.5,9,8,1,9,8,7.66666666666667,7.66666666666667
1,70,1,8,0,4,1,3,6,1,1,0,10,0,10,2.5,5,0.5,3.5,6.5,10,4.66666666666667
1,32,0,5,0,4,6,5,2,1,1,1,5,1,4,4.5,4.5,2.5,4.5,3.5,4.66666666666667,5
1,24,1,1,1,2,0,5,3,1,1,0,3,0,8,8,6.5,3,8.5,2,7.66666666666667,2.66666666666667
1,24,1,2,0,5,1,3,4,1,0,1,2,0,8.75,8,8,2.5,9.5,2.5,5.33333333333333,7
1,22,0,6,0,4,5,5,5,1,0,1,4,0,5.25,4.5,1,2,5.5,4,4.33333333333333,5.66666666666667
0,52,0,7,0,6,2,5,8,0,1,0,5,0,9,8.5,5,1,2.5,6.5,8.66666666666667,7.33333333333333
1,25,1,8,0,3,3,8,6,0,1,1,2,1,9,9,8,2,7.5,8.5,7.33333333333333,10
0,63,1,9,0,1,4,8,7,0,1,0,4,0,9.5,8,5.5,1.5,9,7.5,6.66666666666667,6
0,30,0,6,0,5,3,7,7,1,1,1,0,0,7.75,4,6.5,1.5,6,9.5,6,10
0,30,0,10,0,2,4,8,8,0,0,0,3,0,7.5,10,6.5,2.5,8.5,7.5,6.66666666666667,8.66666666666667
1,18,0,7,0,6,2,7,6,0,1,0,4,1,5.25,7,3.5,1.5,6,5.5,6.66666666666667,4
1,24,1,5,0,4,4,5,6,0,1,1,5,1,9.25,3.5,5.5,1.5,7,5.5,9.33333333333333,10
0,60,0,8,0,6,2,6,6,1,1,0,6,0,9.75,7.5,5.5,2,7,7,7.66666666666667,2.66666666666667
1,46,1,9,0,3,1,10,6,0,1,1,5,0,10,10,7,2,4.5,7.5,8.33333333333333,5.66666666666667
1,70,1,3,0,6,3,0,6,1,0,0,7,0,8.5,0,2,1.5,6,5.5,5.66666666666667,5.33333333333333
0,22,0,5,1,7,2,8,7,1,1,1,8,1,7,7,6.5,2.5,6.5,7,7.66666666666667,3.33333333333333
1,33,0,4,0,4,5,5,5,1,1,1,3,1,4.25,4.5,3.5,2.5,3.5,4,5.33333333333333,4.66666666666667
1,51,0,9,0,5,4,7,6,0,0,1,4,0,8.5,6,7.5,1.5,6.5,5.5,8.33333333333333,7.33333333333333
0,23,0,7,0,6,8,7,6,1,0,0,3,0,9.25,7,6.5,0.5,4,6,5,8.33333333333333
1,65,0,6,0,3,4,7,6,1,1,1,8,0,10,8,5.5,1.5,8,2.5,5,4
1,31,0,1,0,8,4,1,7,0,1,1,8,0,8.75,8,0.5,0,2.5,9.5,5,7.66666666666667
1,28,1,6,0,6,3,5,5,1,1,1,7,1,8.5,6,6,1.5,4.5,5.5,4,3.66666666666667
0,56,0,10,0,6,1,8,9,0,1,0,5,0,10,8,5,2,5.5,2.5,9,8
0,26,1,3,0,8,6,5,6,0,1,0,5,1,5.5,2,0.5,0,6.5,6,5.33333333333333,1
1,55,0,7,0,2,1,4,9,0,1,0,9,0,9.75,6.5,1,1.5,9.5,6,10,4.33333333333333
0,57,1,5,0,7,8,6,10,0,0,0,5,0,9.5,0,3,2,5.5,6,6,3.66666666666667
1,37,1,8,0,7,2,8,9,0,1,1,6,0,6.5,8,7.5,4,7.5,7,7,3.33333333333333
1,20,0,7,0,3,4,9,8,0,1,0,3,1,9.5,8.5,7,0,0,7,5.66666666666667,9.33333333333333
1,31,0,7,0,2,2,6,2,0,1,1,3,0,8.75,6,5.5,1.5,8,7,8,6
1,66,1,7,1,2,3,7,7,1,1,1,0,1,10,10,7.5,2.5,5,0,9,10
0,25,0,10,0,4,0,8,7,0,0,1,6,0,9.5,10,7,2,10,9,10,3
1,45,1,0,0,8,7,0,3,1,1,1,10,0,6,3,0,0.5,3,3.5,6.33333333333333,5.33333333333333
0,55,1,6,0,7,6,7,4,0,1,1,6,0,9.25,5.5,6.5,0.5,4.5,8.5,6,4.66666666666667
1,22,0,8,0,5,6,8,7,0,1,1,1,0,9,8,7.5,2,6,8.5,10,6.33333333333333
1,24,0,7,0,4,6,3,6,0,0,0,6,1,8.5,6,3.5,0.5,5,6,6.66666666666667,6
1,69,1,8,1,3,7,8,5,0,1,0,5,1,10,9,4.5,1.5,5,8,8.33333333333333,7.33333333333333
0,32,0,7,0,2,4,10,3,1,0,0,4,0,10,4.5,4,2,4,6,5.33333333333333,7
0,52,1,6,0,7,3,7,7,0,1,0,5,0,10,7.5,6,1,1.5,8,6,2.33333333333333
1,48,0,6,0,7,0,6,7,1,1,0,10,0,7,8,7.5,2,8,6.5,7.33333333333333,2.66666666666667
1,23,1,4,1,3,6,6,3,0,0,0,6,0,9.75,10,7.5,2,9,6,8.66666666666667,7.66666666666667
1,22,1,8,0,3,2,8,5,0,0,1,5,0,6.5,6,3.5,0,7,8,7.33333333333333,9.66666666666667
1,23,1,0,0,7,5,0,6,0,1,0,10,0,8.75,0,0,1,3.5,4.5,6,1.33333333333333
0,63,1,8,0,2,0,5,9,0,1,0,10,1,10,6,0,2,10,5.5,9.33333333333333,1.33333333333333
0,24,0,7,0,4,7,7,8,0,0,0,1,0,9,7,6.5,1.5,8,6.5,7.66666666666667,8.66666666666667
0,58,0,8,1,1,0,7,4,0,1,1,0,0,10,7,5,2,7.5,6.5,10,8.33333333333333
1,55,1,8,1,2,4,8,6,0,1,1,2,0,8.75,8,4.5,2,5,7.5,7.66666666666667,8
1,50,1,8,0,7,4,8,3,1,1,1,3,1,10,2.5,7.5,0.5,3,6.5,7,8
1,51,1,8,0,10,0,8,3,0,0,1,0,1,9.5,9,5,2.5,3,9.5,6,4
1,20,0,7,0,8,7,0,0,0,0,0,7,0,8.5,4,0,0,7.5,8.5,6.66666666666667,9
1,69,0,7,0,7,3,7,9,0,1,0,0,0,10,4,8,1.5,4.5,3,3,9.33333333333333
1,29,0,10,0,1,2,10,6,0,1,1,2,0,10,8.5,8,1.5,9,3.5,6.33333333333333,9
0,40,0,8,0,8,1,8,8,0,1,1,8,1,8.5,7,8.5,2,7,8.5,6.66666666666667,2
1,19,0,7,0,6,4,7,8,0,1,1,6,0,7.5,3.5,7.5,1,5.5,7.5,6.66666666666667,6
0,21,0,8,1,2,3,9,6,1,0,0,5,1,9.75,7,6.5,4,2.5,7.5,6,3.33333333333333
0,36,1,10,0,3,0,10,4,0,0,0,6,1,10,7.5,2,2,2,8.5,7.33333333333333,10
1,22,0,7,0,3,4,6,8,0,1,1,1,0,8.75,8,8,2,9,7.5,8.33333333333333,10
0,58,0,9,0,4,4,7,7,1,0,1,5,0,10,10,4.5,1.5,5,10,9,2
0,40,1,5,0,6,4,4,1,0,1,1,0,0,10,6.5,2,2,5,2,5,5
0,18,0,7,1,1,7,6,6,0,1,1,0,0,10,10,2.5,2,8,6.5,8.33333333333333,8
1,46,0,8,0,4,2,8,5,0,0,0,2,0,9,7,6.5,2,9.5,1.5,8.33333333333333,9.66666666666667
0,24,0,8,0,4,6,9,7,0,1,1,2,1,8.25,9,3.5,1,5.5,8,8.66666666666667,7.66666666666667
0,21,1,7,0,3,8,9,6,0,0,0,3,1,9.5,8,7.5,0.5,8.5,9,8.66666666666667,4.66666666666667
1,52,0,8,1,2,1,7,9,0,0,0,5,0,9.75,9.5,1.5,1.5,4,7.5,8.66666666666667,8
1,46,1,4,0,6,2,5,4,1,1,1,8,1,6.25,4.5,4.5,1.5,4.5,4.5,5.66666666666667,5.66666666666667
1,42,1,4,1,5,5,5,5,0,1,1,6,1,5.5,5,5,2.5,5.5,5,6.33333333333333,5.33333333333333
0,21,0,8,0,6,2,8,8,0,0,0,7,0,10,5.5,7,2,3,7.5,7.33333333333333,2
1,43,1,8,0,10,2,7,2,1,0,1,5,0,9.25,8,2,1.5,5.5,7,2,7.33333333333333
1,29,0,8,0,6,2,4,8,0,1,0,3,0,10,8,5,0,8,5,6.33333333333333,6.66666666666667
0,69,1,8,0,8,2,8,7,1,1,1,8,0,8.5,8,9.5,1.5,9.5,7,8.66666666666667,3.66666666666667
1,21,1,5,1,4,6,6,5,1,1,1,3,0,9.25,7.5,8,3,8.5,7.5,10,8.33333333333333
0,48,0,6,1,3,0,8,6,1,1,1,6,0,10,9,7.5,2.5,6,7,7.66666666666667,7.66666666666667
1,53,0,6,0,7,2,5,8,0,0,0,7,0,7.75,5,4,2.5,7,7,6.66666666666667,8.66666666666667
0,43,0,7,0,3,5,7,5,0,0,0,6,1,8.5,5,0,2,1,5,8,4.33333333333333
1,66,1,6,0,1,2,6,4,1,1,1,7,0,9.75,7.5,0.5,0,5,4.5,8.66666666666667,3.33333333333333
1,47,0,8,0,3,7,7,7,0,1,0,5,0,6.75,7.5,5,1.5,6.5,7.5,6.33333333333333,9.33333333333333
0,58,1,2,0,2,2,0,4,1,0,1,6,0,10,6,1.5,1.5,6.5,10,7.66666666666667,4
0,65,0,8,0,7,5,6,5,0,0,1,2,0,7.75,6.5,6,2,7,8,2.33333333333333,8.66666666666667
1,46,0,10,0,0,6,10,10,0,0,0,7,0,10,8,2,3,8.5,9.5,9.33333333333333,6
1,66,0,6,0,7,3,4,6,0,1,1,5,0,9,0,6,1.5,6.5,6.5,6.66666666666667,6
1,52,0,8,0,4,2,8,8,0,1,0,7,0,10,9,7.5,2,6.5,4,8,3
0,69,0,7,0,5,7,7,4,0,0,0,5,0,10,2,4.5,2.5,6,3,5,5
1,80,0,7,0,3,6,7,6,1,1,1,4,0,9.5,3.5,6,0,6,6.5,4.33333333333333,7.66666666666667
1,60,1,10,0,3,0,9,6,0,1,1,4,0,10,9,5.5,1,8,3.5,7.33333333333333,6
1,64,1,4,0,7,3,2,7,1,1,1,8,0,10,5.5,2,2,2.5,3,5.66666666666667,0.666666666666667
1,70,0,8,0,5,7,7,7,1,0,0,4,0,7.25,5,5,2.5,5,4.5,7.66666666666667,7.33333333333333
1,69,1,2,0,8,4,2,4,1,1,1,5,0,7.5,3.5,1.5,1.5,3.5,7,3.66666666666667,4.33333333333333
0,56,1,3,1,2,2,6,6,0,1,0,3,0,10,10,6.5,3,6,3.5,7,8.66666666666667
1,55,1,2,0,10,8,0,4,1,1,1,8,0,9.5,8,0,1.5,2,5.5,5.66666666666667,5
1,52,1,7,0,5,4,7,8,0,0,0,5,0,8.75,4,6.5,2,5.5,7.5,8,2.66666666666667
1,73,0,8,0,2,6,8,7,0,1,0,2,0,9,9,5.5,2,10,7,9.66666666666667,4
1,70,0,7,0,4,7,5,5,1,1,1,2,0,10,7.5,6,1,6.5,7.5,6.33333333333333,8.33333333333333
1,71,0,8,0,5,3,8,9,0,1,0,6,0,10,8,7,2,6.5,5.5,9.66666666666667,2.66666666666667
1,55,0,7,0,6,4,5,5,0,1,1,3,0,9.25,5.5,6,1,6,5,6.66666666666667,5.33333333333333
1,58,1,9,0,3,8,8,7,1,0,1,1,1,8.5,7.5,4,2,3,8,7.66666666666667,7.66666666666667
1,59,0,9,0,3,3,8,8,0,1,1,3,1,10,6,4.5,2,6,5,7,5
1,42,0,8,0,3,3,7,8,0,1,0,3,0,8.5,6.5,5,1,9,8.5,6.33333333333333,7
1,55,0,7,0,5,6,6,5,1,1,0,2,1,9.25,6.5,3,1,6,5.5,5.66666666666667,7
1,70,1,6,0,6,4,2,6,1,0,0,8,0,9.5,0,3.5,1,5.5,5,4.66666666666667,4.33333333333333
1,81,0,8,0,6,3,7,7,1,0,0,6,0,9.25,9,4,1.5,8,6,7,8.66666666666667
1,73,1,8,0,7,2,7,7,1,1,0,0,0,9.25,9,5,1.5,4.5,5.5,8.66666666666667,8.33333333333333
1,61,0,3,0,7,5,3,5,1,0,0,7,0,8.5,9,4,1,7,8,5,4
1,54,0,10,0,5,2,10,6,1,0,1,2,0,10,10,7,2,3.5,6,8.33333333333333,5
0,47,0,8,0,6,3,10,6,0,1,0,2,0,7.25,4,4,1,7,2,7,5
0,58,1,8,0,2,3,7,2,1,1,1,0,0,10,8.5,6,1.5,7.5,7,4.66666666666667,5.33333333333333
1,38,0,8,0,5,7,8,0,1,0,0,0,0,10,8.5,8,1.5,7,8,8.66666666666667,10
0,48,1,9,1,2,0,9,2,1,1,1,5,1,10,10,4,3,4.5,4.5,5,5.66666666666667
0,41,1,5,1,5,3,6,5,1,1,1,9,1,9.75,6,5,1.5,5,6,5,5
1,41,0,8,0,2,7,8,7,0,1,0,2,0,8,6,5,1.5,5,6,6.66666666666667,6
0,59,1,6,1,5,5,5,7,1,1,1,8,1,10,7,4,2,1,2,4.66666666666667,6
0,60,0,7,0,5,3,8,6,0,1,0,2,0,10,7,4.5,0.5,3.5,9,4.33333333333333,7
1,47,0,6,0,3,3,5,5,0,1,1,5,1,9.5,5,5,1.5,6.5,6,4,8
1,49,1,8,0,3,2,8,6,0,1,0,1,0,8.5,7,7,2,8,8,8.66666666666667,7.33333333333333
1,45,1,6,0,5,5,5,3,1,1,1,5,0,7.25,4.5,5,2,5,5.5,5,5
0,67,1,9,0,4,0,8,7,1,1,1,5,0,9.75,6,7,1.5,5,8.5,9,9
1,53,1,6,0,7,3,6,6,1,0,0,5,1,8.75,7,2.5,3,6.5,6,6.33333333333333,3.66666666666667
0,31,1,4,1,6,4,5,5,1,0,0,4,1,8,7.5,6.5,2,7.5,6,6,3.33333333333333
0,59,1,4,1,5,3,6,7,1,1,1,6,1,5.25,2.5,4.5,1.5,5,3,4,6.33333333333333
0,31,1,6,0,1,4,8,6,0,1,0,2,1,10,9.5,3.5,1,9,3,7,9
1,47,1,9,0,7,3,8,6,1,1,1,6,1,10,10,6,1,8,6.5,8,8
1,47,1,0,0,10,2,0,3,1,0,1,4,0,8,0,0,1,8,6,7.66666666666667,4.33333333333333
1,45,1,4,0,7,3,5,5,0,1,1,6,1,10,8,7,2,5,5.5,6,4
1,34,1,8,0,4,3,7,5,1,1,0,2,0,2.5,2.5,4,2.5,3.5,3,5.66666666666667,5
1,53,0,7,0,2,2,7,8,0,0,1,4,0,8.75,10,8,2,7,3,6,9.66666666666667
0,50,1,6,0,4,2,7,0,1,0,0,1,0,9.25,9,4,2.5,8,2,5,6
0,59,1,9,0,3,7,9,8,0,1,1,3,1,7.25,8,4,2,6.5,7,8.66666666666667,2
1,62,0,9,0,3,3,7,8,0,1,0,2,0,8.5,9,3.5,3,2,1,4.66666666666667,7.33333333333333
1,42,1,0,0,3,1,0,9,0,1,0,9,1,9.5,2.5,0,2.5,0,8.5,7.66666666666667,6.66666666666667
1,34,0,9,0,6,3,8,6,0,1,0,1,0,9.25,8,5,2.5,4.5,4.5,9.33333333333333,9.33333333333333
0,39,1,7,0,6,3,8,5,1,0,0,6,0,8,6.5,4,3,5,7.5,6.66666666666667,6
0,47,1,8,0,3,1,6,5,1,1,1,3,1,10,8.5,4,2,9.5,3.5,9.33333333333333,1.66666666666667
0,32,1,5,0,5,5,2,5,1,1,1,6,1,6,0,3,0,0,4.5,0,10
0,49,1,8,0,4,2,9,6,1,0,0,2,1,8.75,8,5.5,0.5,6,2,6,6.33333333333333
1,35,0,7,0,6,6,7,5,1,1,1,3,0,9.5,6.5,6.5,2.5,6.5,5.5,8.33333333333333,4
1,74,0,6,0,6,9,2,6,1,0,0,3,0,2.5,0,3.5,0.5,10,9.5,8.33333333333333,8
0,58,1,8,0,5,3,8,6,1,0,0,7,0,9.5,5.5,6,2,6.5,3.5,6.33333333333333,7
1,56,1,8,0,2,5,10,7,1,1,1,3,0,8,0,1.5,0,5.5,0,6,1.33333333333333
0,57,1,9,0,2,0,8,7,1,1,0,3,0,10,6.5,5,0,10,6.5,7.33333333333333,1
1,36,1,7,0,6,2,6,7,1,0,1,5,1,10,9,2.5,2,4.5,6,5.66666666666667,4.33333333333333
0,46,1,8,1,6,3,8,6,1,0,1,5,1,7.75,6.5,1.5,1.5,8.5,4.5,8,1.66666666666667
1,49,0,7,0,4,3,4,6,0,1,0,8,1,8,2,2,0,2.5,8,6.66666666666667,4.33333333333333
